accident_id,date,time,am_pm,location,description,autonomous_mode,vehicle_1_make,vehicle_1_model,vehicle_1_year,vehicle_1_moving,vehicle_2_make,vehicle_2_model,vehicle_2_year,vehicle_2_moving,weather_conditions,road_conditions,lighting_conditions,roadway_surface,associated_factors,impact_points,vehicle_damage,Ground_Truth
105,6/29/2021,2:54,AM,"San Jose, Santa Clara","On June 29th 2021 at approximately 2:54 PM our safety driver was driving manually down First Street ( a one way street) from San Carlos Street  on a sunny day at 20 MPH in downtown San Jose. While proceeding straight down First street, a car parallel to our vehicle initiated a sudden lane change and began moving towards our vehicle from the bus only lane at about 10 MPH. At this point, our driver held the horn down and applied the brakes.  Our driver was unable to avoid the other vehicle due to the limited amount of space between our vehicle and the other vehicle, and the side curb to the left. At this time the car was struck; collision was unavoidable. During this time, our driver was approached by the occupants of the vehicle and information was exchanged. They said they were going to back up into the parking lot as security said they couldn't stop there. Our driver attempted to back up but due to a grinding noise, stopped. At this point our driver went to continue to get information but the occupants walked off and he couldn't abandon the vehicle.  There was moderate damage to our vehicle on the front bumper and passenger side wheel well in the form of deep dents and a small portion of the passenger side front bumper detached.  The glass covering the passenger side headlight was damaged as well.  The other vehicle sustained minor damage on the driver side front wheel well in the form of dents. ",No,Nissan ,Leaf,2019,Yes,,Mercedes-B E300,2017,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2","other_a_no, other_h_no","right_front_corner_3, front_passenger_side_4, right_front_corner_2",UNK,
106,11/3/2021,3:27,AM,"San Jose, Santa Clara","At 3:27 PM on 11/03/2021, a driver from Weride was operating one of our autonomous vehicles in autonomous mode on the on-ramp to CA 87 S from Charcot Avenue in North San Jose.  Our car was in the queue of traffic waiting for the metering light.   While our car was stationary (0 MPH), the other car involved accelerated slightly to about 5 MPH, which resulted in a minor rear end collision.  Our driver and the other party pulled over onto the shoulder.  There were no injuries and information was exchanged.  Since damage to our car was minimal, it was driven back to the office in manual mode.  ",Yes,Nissan,Leaf SL,2019,No,,BMW CV,1999,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",other_k,rear_bumper,MINOR,
107,7/16/2021,11:35,AM,"San Jose, Santa Clara","At about 11:35 am our vehicle (car 1) was waiting behind a USPS truck to make an unprotected left turn, meanwhile one other vehicle (car 2) waited behind our vehicle.   Another non involved vehicle notices the queue of vehicles and passes on the right in the bike lane.  As the USPS truck begins to make the turn, car 1 begins to move forward at 7 MPH then slowed to 3 MPH when yielding to the vehicle passing in the bike lane. Car 2 directly behind us strikes our passenger rear bumper.  The safety driver then disengaged the vehicle (car 1) and moved into a nearby parking lot to exchange information.  ",Yes,Lincoln,MKZ,2017,Yes,,Jeep UT,2017,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2",Not specified,Not specified,"right_rear_1, right_rear_3",MINOR,
108,5/11/2021,5:13,AM,"San Francisco, San Francisco",A Zoox vehicle in autonomous mode began to slow down during an unprotected left turn to yield for cross traffic entering the lane from the right. A passenger vehicle from behind did not slow and made contact with the rear sensors of the Zoox vehicle. There were no injuries and the police were not called.,Yes,Toyota,Highlander,2016,Yes,,Ford Fusion,2014,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,Not specified,NONE,
109,9/2/2021,8:02,AM,"San Francisco, San Francisco","A Zoox vehicle in autonomous mode making a right turn onto Essex St, fro Folsom St., when a passenger vehicle in the left adjacent turn lane encroached into its lane and made contact with the left bumper and sensors of the Zoox vehicle. There were no injuries and the police were not called. ",Yes,Toyota,Highlander,2019,Yes,,CHEV,2019,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_c_1, lighting_c_2","roadway_a_1, roadway_a_2",Not specified,left_front_corner_1,MINOR,
110,9/21/2021,3:15,AM,"San Francisco, San Francisco","A Zoox vehicle in manual mode was stopped in the left turn lane, when a passenger vehicle approaching from the rear in the right adjacent lane collided into the right passenger side doors of the Zoox vehicle. The passenger vehicle immediately fled the scene. The Zoox vehicle incurred moderate damage to the right side passenger doors. The police were not called at the scene but a police report was filed. There were no injuries.",No,Toyota,Highlander,2016,No,,Chrysler 300,,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,"right_rear_passenger_2, front_passenger_side_4, right_rear_passenger_4, front_passenger_side_2",UNK,
111,10/21/2021,3:05,AM,"San Francisco, San Francisco","While in manual mode, the Zoox vehicle was proceeding straight on Columbus St. through the intersection at Mason, when a pickup truck in the left adjacent lane turned right in front of the Zoox vehicle. The truck contacted the Zoox vehicle which incurred minor damage to its front left bumper. There were no injuries and the police were not called.",No,Toyota,Highlander,2016,Yes,,Dodge,2003,Yes,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,left_front_corner_1,MINOR,
112,11/3/2021,4:09,AM,"Menlo Park, San Mateo","A Zoox vehicle was in manual mode making a left turn from Lemon St. onto Oakdell St.. A passenger vehicle passed through a stop sign without slowing and made contact with the rear and left side of the Zoox vehicle. The Zoox vehicle incurred minor damage to its rear, left bumper and rear sensor. There were no injuries and the police were not called. ",No,Toyota,Highlander,2016,Yes,,Mercedes-Benz C300,2010,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",other_c,"left_rear_1, left_rear_2, left_rear_passenger_1",MINOR,
113,2/11/2021,9:34,AM,"San Francisco, San Francisco","A Zoox vehicle was stopped in manual mode on Green St. waiting to pass a double-parked vehicle in front, when a passenger vehicle executing a three-point turn made contact with a sensor on the rear of the Zoox vehicle. There were no injuries and police were not called.",No,Toyota,Highlander,2016,No,,Jaguar F-Pace,,Yes,"weather_b_1, weather_b_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,Not specified,NONE,
114,3/18/2021,5:47,AM,"San Francisco, San Francisco","A Zoox vehicle was making a right lane change in manual mode on Folsom St between 4th and Mahini St., when a passenger vehicle continuing straight made contact with the left rear bumper of the Zoox vehicle. There were no injuries and police were not called. ",No,Toyota,Highlander,2016,No,,Toyota Tundra,,Yes,"weather_c_1, weather_c_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_b_1, roadway_b_2",other_d,left_rear_1,MINOR,
115,7/13/2021,2:11,AM,"San Francisco, San Francisco","While providing space to pass, a Zoox vehicle in conventional mode was slowly moving forward in response to an oncoming truck. While passing, the truck came into contact with the Zoox vehicle's rear radar sensor. There were no injuries and the police were not called.",No,Toyota,Highlander,2016,Yes,,HIN,2020,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,Not specified,NONE,
116,12/8/2021,10:00,AM,"San Francisco, San Francisco","A Zoox vehicle was stopped in manual mode while exiting the intersection of Montgomery St. and Pacific St. as a large truck entered the intersection. While the truck began to make a left turn behind the Zoox vehicle, it made contact with the Zoox rear radar and camera pod on the driver's side. There were no injuries and the police were not called.",No,Toyota,Highlander,2016,No,,CB,2020,Yes,"weather_a_1, weather_a_2","road_conditions_h_1, road_conditions_h_2","lighting_a_1, lighting_a_2","roadway_a_1, roadway_a_2",Not specified,left_rear_2,MINOR,
